id,city,country,region,short_description,budget_level,master_travel_score,rank_overall,data_sources,source_count,climate_zone,climate_avg_temp_c,climate_source,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,composite_score,ideal_weekend,ideal_short_trip,ideal_one_week,ideal_long_trip,meteo_avg_temp_c,meteo_annual_precip_mm,meteo_avg_daily_sun_h,meteo_avg_comfort,meteo_best_comfort_month,meteo_wet_months,meteo_cold_months,meteo_hot_months,image_score,image_count,avg_text_quality,avg_colorfulness,avg_brightness,avg_contrast,avg_attractiveness,col_cost_of_living_index,col_rent_index,col_groceries_index,col_restaurant_index,col_purchasing_power_index,col_affordability_tier,col_value_score
38fa5147-236e-4462-b3b1-97b35caaf154,Reykjavík,Iceland,europe,"A city where modern design meets dramatic landscapes, offering cozy cafes, vibrant street art, and the ethereal glow of the northern lights.",Luxury,5.68,258,climate|visual|cost|wtc_ratings,4,Cool,5.38,meteostat,3,4,5,2,3,3,4,3,4,3.44,True,True,True,False,5.38,12669.0,3.71,5.74,6.0,82.0,133.0,0.0,50.8,3.0,5.333,37.633,90.115,63.369,4.27,94.86,41.93,90.22,99.42,77.06,Premium,0.812
a33298f1-58d1-403d-984e-f7744a8e1746,Wellington,New Zealand,oceania,"Charming harborside views, vibrant arts scene, and a cozy mix of urban buzz and nature create a welcoming, eclectic atmosphere.",Mid-range,5.68,259,climate|cost|wtc_ratings,3,Temperate,14.04,meteostat,4,3,4,3,4,4,3,4,2,3.44,False,True,True,False,14.04,3519.2,,7.51,1.0,17.0,8.0,0.0,,,,,,,,74.52,34.44,72.04,70.05,83.63,Expensive,1.122
25a78dc9-fc62-41fb-95db-b2557dacf493,Charleston,United States,north_america,"Charming cobblestone streets lined with historic homes, the scent of saltwater in the air, and a welcoming Southern hospitality create a warm atmosphere.",Mid-range,5.68,260,climate|cost|wtc_ratings,3,Warm/Mediterranean,19.47,meteostat,4,3,3,3,3,5,3,3,3,3.33,True,True,True,False,19.47,4064.4,,8.12,10.0,17.0,5.0,5.0,,,,,,,,70.13,42.07,70.37,70.07,106.34,Expensive,1.516
57239ab4-5376-4b81-a35e-fc8a27fb5812,Reykjavik,Iceland,europe,"Colorful rooftops, crisp sea air, and the allure of geothermal pools create a unique blend of natural beauty and urban charm.",Luxury,5.68,261,climate|visual|cost|wtc_ratings,4,Cool,5.38,meteostat,3,4,5,2,3,3,4,3,4,3.44,True,True,True,False,5.38,12669.0,3.71,5.74,6.0,82.0,133.0,0.0,50.8,3.0,5.333,37.633,90.115,63.369,4.27,94.86,41.93,90.22,99.42,77.06,Premium,0.812
5aab6f8f-70db-41a8-a1fb-e8d9026e533b,Amsterdam,Netherlands,europe,"Charming canals wind through vibrant neighborhoods, where historic architecture meets cozy cafés and the air buzzes with a creative energy.",Mid-range,5.67,262,climate|cost|wtc_ratings,3,Temperate,11.0,meteostat,5,3,3,2,5,4,3,5,2,3.56,True,True,True,False,11.0,1686.5,,6.65,7.0,10.0,78.0,0.0,,,,,,,,75.66,36.06,65.49,76.35,87.99,Expensive,1.163
eddbf22e-af63-4a95-a7ff-3dd8545f9e2e,Kandy,Sri Lanka,asia,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",Budget,5.66,263,climate|cost|wtc_ratings,3,Tropical/Hot,27.79,meteostat,5,3,4,1,2,4,3,3,3,3.11,True,True,False,False,27.79,29716.0,,7.37,1.0,83.0,0.0,71.0,,,,,,,,31.29,8.23,37.67,17.27,19.27,Budget,0.616
6dc1c044-a79c-4b5b-9a9b-dbb0f95fefae,Jodhpur,India,asia,"Sun-drenched streets weave through vibrant markets and historic forts, offering a sensory journey rich with colors, aromas, and cultural warmth.",Budget,5.65,264,climate|cost|wtc_ratings,3,Tropical/Hot,27.33,meteostat,5,3,3,1,2,4,3,3,3,3.0,True,True,False,False,27.33,6089.0,,7.76,2.0,81.0,0.0,95.0,,,,,,,,24.43,5.3,26.43,17.56,49.72,Budget,2.035
771fda85-870b-4dcb-ad42-763aa6a6fbb0,Valletta,Malta,europe,Sun-drenched streets lined with baroque architecture and vibrant markets create a charming blend of history and lively Mediterranean spirit.,Mid-range,5.65,265,climate|cost|wtc_ratings,3,Warm/Mediterranean,19.72,meteostat,5,2,3,3,3,4,3,3,2,3.11,True,True,False,False,19.72,6960.0,8.24,9.63,4.0,83.0,0.0,11.0,,,,,,,,67.84,29.72,59.59,72.42,44.18,Expensive,0.651
c0ddb6a7-e9b0-480f-8e05-54b316638198,Paramaribo,Suriname,south_america,"Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity.",Budget,5.64,266,climate|cost|wtc_ratings,3,Tropical/Hot,26.44,meteostat,4,3,4,2,3,4,3,3,3,3.22,True,True,False,False,26.44,31965.8,,7.7,2.0,80.0,0.0,5.0,,,,,,,,51.78,9.71,45.92,79.61,13.44,Mid-range,0.26
22724026-a52a-4591-ac15-5e3c1aad0bc6,Chiang Rai,Thailand,asia,"Quiet temples and vibrant markets blend with lush green landscapes, offering a serene yet culturally rich experience for the curious traveler.",Budget,5.64,267,climate|cost|wtc_ratings,3,Tropical/Hot,25.4,meteostat,4,3,4,1,2,4,3,2,4,3.0,True,True,False,False,25.4,24306.0,6.94,8.94,1.0,84.0,0.0,21.0,,,,,,,,43.21,14.69,45.15,22.59,31.56,Mid-range,0.73
c7cd6c83-42a4-48b2-ad40-7b0c61dcf992,Tucson,United States,north_america,"Vibrant desert landscapes, stunning sunsets, and a rich blend of Native American and Mexican cultures make every moment feel uniquely captivating.",Mid-range,5.64,268,climate|cost|wtc_ratings,3,Warm/Mediterranean,21.94,meteostat,4,4,4,1,3,4,3,3,4,3.33,True,True,False,False,21.94,3927.0,,7.95,10.0,83.0,2.0,53.0,,,,,,,,70.13,42.07,70.37,70.07,106.34,Expensive,1.516
a0ed4dcc-c815-4220-9b1b-c248ca8d7fbb,Antofagasta,Chile,south_america,"A coastal city where the desert meets the sea, offering dramatic landscapes, vibrant sunsets, and a unique blend of tranquility and adventure.",Mid-range,5.64,269,climate|cost|wtc_ratings,3,Temperate,16.59,meteostat,3,3,4,3,2,3,2,3,3,2.89,True,True,False,False,16.59,98.5,8.17,9.84,1.0,51.0,0.0,0.0,,,,,,,,43.9,13.51,38.87,43.26,33.27,Mid-range,0.758
dbd636c4-9ea8-484d-8c03-ddd4afbef234,Darwin,Australia,oceania,"A vibrant blend of tropical climate, diverse wildlife, and rich Indigenous culture creates an inviting and adventurous atmosphere for exploration and discovery.",Mid-range,5.62,270,climate|cost|wtc_ratings,3,Tropical/Hot,28.02,meteostat,3,4,4,3,3,3,3,3,3,3.22,True,True,True,False,28.02,24963.5,8.62,9.25,5.0,84.0,0.0,104.0,,,,,,,,77.75,36.84,77.44,72.95,104.63,Expensive,1.346
3945728c-0c92-4d4f-aef2-000b2e1a657f,Palermo,Italy,europe,"Sun-drenched streets filled with the aroma of street food, lively markets, and stunning architecture create an enchanting and vibrant atmosphere.",Mid-range,5.62,271,climate|cost|wtc_ratings,3,Warm/Mediterranean,18.98,meteostat,4,2,3,3,3,5,3,4,2,3.22,True,True,True,False,18.98,1118.9,8.22,8.54,9.0,9.0,0.0,2.0,,,,,,,,66.47,20.55,57.95,70.58,61.74,Expensive,0.929
b4a73043-c9d4-40b3-83df-1ead4d144b4c,Ronda,Spain,europe,Dramatic cliffs and a historic stone bridge create a breathtaking backdrop for wandering cobblestone streets and savoring local wines in sunlit plazas.,Mid-range,5.61,272,climate|cost|wtc_ratings,3,Warm/Mediterranean,18.92,meteostat,4,3,4,1,2,4,3,2,4,3.0,True,True,False,False,18.92,6610.5,8.54,9.5,4.0,83.0,5.0,16.0,,,,,,,,53.88,21.25,45.69,53.96,70.04,Mid-range,1.3
acd5d99c-5303-4f22-b176-f67a87c7e59c,Prague,Czech Republic,europe,"Cobblestone streets and Gothic architecture create a fairytale-like atmosphere, where historic charm and modern culture blend seamlessly along the river.",Mid-range,5.61,273,climate|cost|wtc_ratings,3,Temperate,10.29,meteostat,5,2,3,1,4,4,3,5,2,3.22,True,True,True,False,10.29,8217.0,4.81,7.36,6.0,83.0,85.0,0.0,,,,,,,,48.24,18.4,42.76,36.72,66.47,Mid-range,1.378
00d7a74c-188a-4cea-aa66-f69397766a1e,Sibiu,Romania,europe,"Charming cobblestone streets and vibrant squares create a cozy atmosphere, inviting you to explore its rich history and welcoming local culture.",Budget,5.6,274,climate|cost|wtc_ratings,3,Temperate,10.32,meteostat,4,3,4,1,3,3,3,3,4,3.11,True,True,False,False,10.32,8611.0,5.14,7.37,6.0,84.0,80.0,0.0,,,,,,,,35.24,10.17,31.38,30.02,48.12,Mid-range,1.365
b83e6115-b517-4e85-b1d9-fecf35d3993c,Galway,Ireland,europe,Charming cobblestone streets and vibrant pubs filled with music create an inviting atmosphere where the warmth of the locals is unforgettable.,Mid-range,5.6,275,climate|cost|wtc_ratings,3,Temperate,10.7,meteostat,4,3,4,3,4,4,3,3,3,3.44,True,True,False,False,10.7,14711.0,3.8,7.3,6.0,82.0,78.0,0.0,,,,,,,,76.05,42.08,62.1,80.4,82.27,Expensive,1.082
d7e45496-f17a-4187-a9a5-ce30958370bf,Munich,Germany,europe,"Historic streets filled with the aroma of pretzels and beer, vibrant festivals, and a charming blend of tradition and modernity await.",Mid-range,5.59,276,climate|cost|wtc_ratings,3,Temperate,10.55,meteostat,5,3,3,1,4,4,3,5,2,3.33,True,True,False,False,10.55,13248.2,5.28,7.46,7.0,84.0,83.0,0.0,,,,,,,,65.58,27.62,52.31,60.91,103.08,Expensive,1.572
163cf783-592c-448f-b33c-f28ac7cce617,Austin,United States,north_america,"Live music spills from vibrant bars, food trucks serve up eclectic flavors, and the warm, welcoming vibe makes you feel instantly at home.",Mid-range,5.59,277,climate|cost|wtc_ratings,3,Warm/Mediterranean,21.57,meteostat,4,3,3,1,5,5,3,4,2,3.33,True,True,True,False,21.57,12629.0,,7.75,10.0,83.0,6.0,47.0,,,,,,,,70.13,42.07,70.37,70.07,106.34,Expensive,1.516
5c528d71-fa3e-40c1-b8ac-0cc2724db702,Kotor,Montenegro,europe,"Winding cobblestone streets and ancient stone walls create a charming, timeless atmosphere, inviting you to explore hidden corners and scenic views.",Mid-range,5.59,278,climate|cost|wtc_ratings,3,Temperate,15.95,meteostat,4,3,4,3,2,3,3,2,4,3.11,True,True,False,False,15.95,6898.0,,7.58,6.0,17.0,40.0,0.0,,,,,,,,38.95,12.87,31.76,33.22,34.19,Mid-range,0.878
05b02046-7947-45a4-a9f6-39f043575a81,Portland,United States,north_america,"Quirky neighborhoods, lush green parks, and a thriving food scene create an inviting atmosphere filled with creativity and a laid-back vibe.",Mid-range,5.58,279,climate|cost|wtc_ratings,3,Temperate,13.0,meteostat,4,3,4,2,3,4,4,4,3,3.44,True,True,True,False,13.0,13463.0,,6.85,8.0,84.0,67.0,0.0,,,,,,,,70.13,42.07,70.37,70.07,106.34,Expensive,1.516
6c7cf28b-e9b3-4620-985e-e51fb626aa64,Yangshuo,China,asia,Lush karst mountains and tranquil rivers create a serene backdrop for cycling through rice paddies and exploring vibrant local markets.,Budget,5.58,280,climate|cost|wtc_ratings,3,Warm/Mediterranean,19.85,meteostat,3,4,5,2,2,3,3,2,4,3.11,True,True,True,False,19.85,13496.1,,7.7,10.0,42.0,17.0,28.0,,,,,,,,41.77,16.53,46.01,28.37,59.99,Mid-range,1.436
03c5ff46-5be3-423a-a2e1-f0ede04ca279,Fukuoka,Japan,asia,"Coastal breezes blend with vibrant city life, offering a friendly atmosphere, delicious street food, and a seamless mix of modern and traditional experiences.",Mid-range,5.57,281,climate|cost|wtc_ratings,3,Temperate,16.29,meteostat,4,3,3,3,4,5,3,4,2,3.44,True,True,True,False,16.29,11562.8,,7.25,6.0,36.0,43.0,9.0,,,,,,,,77.03,25.86,81.31,45.4,87.11,Expensive,1.131
cb72a09a-88af-4d3b-a950-b353a445b54c,Gjirokastër,Albania,europe,"Winding cobblestone streets and stone-roofed houses create a timeless atmosphere, with echoes of history in every corner and stunning mountain views.",Budget,5.57,282,climate|cost|wtc_ratings,3,Warm/Mediterranean,18.84,meteostat,5,3,4,1,2,3,2,2,4,2.89,True,True,False,False,18.84,15119.0,7.39,9.04,4.0,84.0,8.0,21.0,,,,,,,,35.5,8.47,29.32,25.82,30.19,Mid-range,0.85
dbf5cdef-ff5d-4a67-8dba-8c220669ea4f,Suzhou,China,asia,"Serene gardens, ancient canals, and the gentle rustle of willow trees create a peaceful escape that invites you to slow down and unwind.",Mid-range,5.56,283,climate|cost|wtc_ratings,3,Warm/Mediterranean,17.97,meteostat,5,2,4,1,3,4,3,3,3,3.11,True,True,True,False,17.97,1945.1,,7.63,5.0,9.0,44.0,25.0,,,,,,,,41.77,16.53,46.01,28.37,59.99,Mid-range,1.436
1f834fe2-c60c-4806-8880-081a9f7c9b72,Saaremaa Island,Estonia,europe,"Gentle sea breezes, serene coastal landscapes, and charming villages offer a peaceful escape that encourages you to unwind and explore leisurely.",Budget,5.56,284,climate|cost|wtc_ratings,3,Cool,8.17,meteostat,3,3,5,4,2,3,4,2,5,3.44,True,True,False,False,8.17,1446.0,,5.7,7.0,17.0,28.0,0.0,,,,,,,,53.68,16.37,42.29,56.43,63.46,Mid-range,1.182
50dc5be0-a23e-4da3-aecc-f5f095c26bdb,Athens,Greece,europe,"Ancient ruins stand proudly against a backdrop of vibrant street life and bustling markets, where history and modernity create an electrifying blend.",Mid-range,5.56,285,cost|wtc_ratings,2,Unknown,,meteostat,5,3,3,3,4,5,3,4,2,3.56,True,True,True,False,,,,,,,,,,,,,,,,56.22,12.68,44.73,52.19,39.73,Mid-range,0.707
8ec82bed-8ce6-43b4-8318-4df1c2b36399,Ljubljana,Slovenia,europe,"Charming cobblestone streets, vibrant riverfront cafés, and lush green spaces offer a welcoming atmosphere that's both lively and relaxing.",Mid-range,5.56,286,climate|cost|wtc_ratings,3,Temperate,12.04,meteostat,4,3,4,1,3,4,3,4,3,3.22,True,True,True,False,12.04,20005.0,5.5,7.49,6.0,84.0,70.0,0.0,,,,,,,,53.88,17.9,47.71,46.74,59.48,Mid-range,1.104
bbbaa3f2-5a06-4e14-9626-0ec02a43b129,Hamburg,Germany,europe,"A lively port city where historic architecture meets modern design, offering a relaxed vibe with waterfront strolls and bustling markets.",Mid-range,5.54,287,climate|cost|wtc_ratings,3,Temperate,10.05,meteostat,4,3,3,2,4,4,3,5,2,3.33,True,True,True,False,10.05,10475.4,4.54,7.28,6.0,84.0,86.0,0.0,,,,,,,,65.58,27.62,52.31,60.91,103.08,Expensive,1.572
5cccd9f1-46c1-461c-928b-207a70521e74,Ushuaia,Argentina,south_america,"A windswept frontier town with dramatic landscapes, where the end of the world feels both mysterious and beautifully remote.",Mid-range,5.54,288,climate|cost|wtc_ratings,3,Cool,6.06,meteostat,3,5,5,2,2,3,3,2,4,3.22,False,True,True,True,6.06,5571.0,3.89,6.21,11.0,81.0,157.0,0.0,,,,,,,,34.69,7.71,28.17,33.32,30.72,Budget,0.886
d4345f6e-b465-4dc0-abfe-f230b87aefb7,Samarkand,Uzbekistan,asia,"Ancient architecture glimmers under the sun, with vibrant bazaars and fragrant spices creating an intoxicating blend of history and culture.",Budget,5.54,289,climate|cost|wtc_ratings,3,Temperate,15.21,meteostat,5,3,3,1,2,4,2,3,3,2.89,True,True,True,False,15.21,4982.0,7.68,8.4,4.0,84.0,62.0,7.0,,,,,,,,27.31,9.29,26.83,24.22,22.37,Budget,0.819
20fa6443-16d9-43a4-8cda-d6c9cc93f5e0,Innsbruck,Austria,europe,"Nestled in the heart of the Alps, this city offers stunning mountain views, charming old town streets, and a blend of urban and outdoor adventures.",Mid-range,5.53,290,climate|cost|wtc_ratings,3,Cool,9.93,meteostat,4,5,5,1,3,4,3,3,3,3.44,True,True,True,False,9.93,3420.3,5.17,6.68,7.0,18.0,30.0,0.0,,,,,,,,71.04,27.13,65.88,66.03,77.25,Expensive,1.087
2a2808ca-2382-4d3e-b28b-af9837c5a3f7,Cornwall,United Kingdom,europe,"Rugged coastlines, charming villages, and sweeping beaches offer a sense of tranquility and timeless beauty, perfect for unwinding and exploring.",Mid-range,5.53,291,climate|cost|wtc_ratings,3,Temperate,11.8,meteostat,3,4,5,5,2,3,3,2,4,3.44,True,True,True,False,11.8,3217.0,,6.59,8.0,17.0,19.0,0.0,,,,,,,,69.65,31.84,56.58,76.79,88.78,Expensive,1.275
f33d7ecf-5952-4341-80cd-37c6d1b9b092,Podgorica,Montenegro,europe,"A blend of modern and traditional vibes, where lively streets meet serene parks, offering a warm and welcoming atmosphere.",Budget,5.53,292,climate|cost|wtc_ratings,3,Temperate,16.98,meteostat,3,3,4,2,3,3,3,3,3,3.0,True,True,False,False,16.98,24016.0,6.51,8.2,5.0,82.0,40.0,20.0,,,,,,,,38.95,12.87,31.76,33.22,34.19,Mid-range,0.878
be2239a3-3b9f-4d90-bc3a-895bb5bb716c,Taupo,New Zealand,oceania,"Nestled by a sparkling lake and surrounded by geothermal wonders, this place offers a serene escape with stunning natural beauty and adventure.",Mid-range,5.53,293,climate|cost|wtc_ratings,3,Temperate,12.42,meteostat,3,5,5,2,3,3,4,2,4,3.44,True,True,True,False,12.42,2547.2,,6.93,1.0,9.0,23.0,0.0,,,,,,,,74.52,34.44,72.04,70.05,83.63,Expensive,1.122
232e9cad-e761-42b2-ad5d-eac5c63500ff,Tashkent,Uzbekistan,asia,"Wide avenues lined with Soviet-era architecture meet vibrant bazaars, creating a unique blend of history and lively local culture.",Budget,5.52,294,climate|cost|wtc_ratings,3,Temperate,15.79,meteostat,4,3,3,1,3,4,3,3,2,2.89,True,True,True,False,15.79,6135.5,7.36,8.34,4.0,83.0,61.0,17.0,,,,,,,,27.31,9.29,26.83,24.22,22.37,Budget,0.819
4bea1fd4-279e-4e2b-a602-f408dbce9017,St Petersburg,Russia,asia,"Grand palaces and winding canals create an enchanting atmosphere, where every corner reveals rich history and artistic treasures.",Mid-range,5.52,295,climate|cost|wtc_ratings,3,Cool,6.84,meteostat,5,2,3,1,4,4,3,5,2,3.22,True,True,True,False,6.84,9859.0,4.3,6.18,7.0,81.0,99.0,0.0,,,,,,,,35.26,13.09,29.86,34.56,37.41,Mid-range,1.061
4275d73f-3ab5-4d42-a0ec-d960af797dbd,Great Barrier Reef,Australia,oceania,Crystal-clear waters teeming with vibrant marine life and coral formations create a mesmerizing underwater world perfect for exploration and awe.,Luxury,5.52,296,climate|cost|wtc_ratings,3,Tropical/Hot,25.26,meteostat,2,5,5,5,2,3,3,1,4,3.33,False,False,True,True,25.26,26968.4,,7.99,8.0,75.0,0.0,0.0,,,,,,,,77.75,36.84,77.44,72.95,104.63,Expensive,1.346
0eeb9c0f-6cae-4e46-ba5a-dba09017c4ec,Toulouse,France,europe,"Charming cobblestone streets, pink-hued buildings, and a lively café culture create a welcoming atmosphere that's both vibrant and soothing.",Mid-range,5.49,297,climate|cost|wtc_ratings,3,Temperate,14.44,meteostat,4,3,3,2,4,4,3,4,2,3.22,True,True,True,False,14.44,8085.0,5.93,8.5,6.0,81.0,50.0,0.0,,,,,,,,74.13,25.33,73.64,71.84,85.41,Expensive,1.152
54ee0cc1-402d-42fc-a453-e5a7d5089247,Stockholm,Sweden,europe,"Charming waterfronts, crisp Nordic air, and a seamless blend of old-world charm and modern design create a unique and inviting atmosphere.",Luxury,5.49,298,climate|cost|wtc_ratings,3,Cool,7.67,meteostat,4,3,4,2,4,4,3,5,3,3.56,True,True,True,False,7.67,671.0,,5.68,7.0,9.0,100.0,0.0,,,,,,,,71.74,25.86,65.78,72.61,98.14,Expensive,1.368
1c516349-193b-4421-9959-ad6cefe95efd,Iquitos,Peru,south_america,"Lush rainforests, vibrant markets, and the hum of riverboats create an atmosphere buzzing with life and natural wonder.",Budget,5.49,299,climate|cost|wtc_ratings,3,Tropical/Hot,26.03,meteostat,3,5,5,1,2,3,2,2,4,3.0,False,True,True,False,26.03,38748.0,,7.64,6.0,83.0,0.0,0.0,,,,,,,,32.53,11.22,30.71,21.53,28.17,Budget,0.866
7a9eddac-e034-48ef-9bfd-6c22872b0b9f,Nuwara Eliya,Sri Lanka,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",Budget,5.47,300,climate|cost|wtc_ratings,3,Temperate,16.3,meteostat,3,3,5,1,2,3,4,2,4,3.0,True,True,False,False,16.3,26495.0,,7.5,4.0,84.0,0.0,0.0,,,,,,,,31.29,8.23,37.67,17.27,19.27,Budget,0.616
04624f1d-9d64-4b83-a228-9914ef03c43e,Bordeaux,France,europe,"Strolling through sun-dappled streets, you'll find stunning architecture, vibrant markets, and the rich aroma of freshly baked baguettes filling the air.",Mid-range,5.47,301,climate|cost|wtc_ratings,3,Temperate,14.21,meteostat,4,2,3,2,3,5,3,4,3,3.22,True,True,True,False,14.21,12253.0,5.83,8.41,6.0,80.0,52.0,0.0,,,,,,,,74.13,25.33,73.64,71.84,85.41,Expensive,1.152
a81ab0eb-12ab-4dd4-97c6-cc74e1c0cbaa,Tokyo,Japan,asia,"Neon-lit streets pulse with energy, while serene gardens and ancient temples offer a peaceful escape, creating a captivating blend of modernity and tradition.",Luxury,5.46,302,climate|cost|wtc_ratings,3,Temperate,16.6,meteostat,5,2,2,1,5,5,3,5,1,3.22,False,True,True,True,16.6,23154.0,5.57,8.58,5.0,84.0,46.0,9.0,,,,,,,,77.03,25.86,81.31,45.4,87.11,Expensive,1.131
a881b470-86d0-4ce0-913b-1d453f68466e,Hobart,Australia,oceania,"Charming waterfront views and a laid-back vibe invite exploration through historic streets, bustling markets, and the surrounding natural beauty of rugged landscapes.",Mid-range,5.45,303,climate|cost|wtc_ratings,3,Temperate,12.19,meteostat,4,3,5,3,2,4,3,3,4,3.44,True,True,True,False,12.19,7144.8,,6.81,1.0,76.0,12.0,0.0,,,,,,,,77.75,36.84,77.44,72.95,104.63,Expensive,1.346
06251f82-31e2-46f5-ab7d-63a93b3830eb,Meknes,Morocco,africa,Winding streets filled with the scent of spices and the sound of lively markets create a captivating and intimate experience.,Budget,5.45,304,climate|cost|wtc_ratings,3,Warm/Mediterranean,17.93,meteostat,4,2,3,1,2,4,3,3,3,2.78,True,True,False,False,17.93,5856.0,8.73,9.33,4.0,83.0,12.0,8.0,,,,,,,,33.83,8.98,30.63,24.52,34.36,Budget,1.016
630b0ecb-8651-476e-803d-b65f99f342a3,Raleigh,United States,north_america,"Tree-lined streets and historic architecture mix with modern art scenes and vibrant food markets, offering a warm, welcoming southern charm.",Mid-range,5.44,305,climate|cost|wtc_ratings,3,Temperate,16.61,meteostat,4,3,4,2,3,4,3,4,3,3.33,True,True,False,False,16.61,17160.0,,7.17,9.0,84.0,47.0,2.0,,,,,,,,70.13,42.07,70.37,70.07,106.34,Expensive,1.516
b7506ee6-e9ca-41fe-b282-ebf79c9782bf,Riga,Latvia,europe,"Charming cobblestone streets, vibrant markets, and a blend of medieval and Art Nouveau architecture create a captivating and cozy atmosphere for exploration.",Mid-range,5.43,306,climate|cost|wtc_ratings,3,Cool,8.45,meteostat,4,3,3,2,4,4,3,4,3,3.33,True,True,True,False,8.45,3217.5,1.03,5.77,7.0,27.0,57.0,0.0,,,,,,,,48.45,11.77,38.37,42.1,51.65,Mid-range,1.066
8a01ffff-5a20-4ddb-af63-f82c9fa0e277,Montreal,Canada,north_america,"Charming streets filled with a mix of European elegance and North American vibrancy, offering lively festivals, diverse cuisine, and artistic flair.",Mid-range,5.43,307,climate|cost|wtc_ratings,3,Cool,8.27,meteostat,5,3,3,2,4,5,3,5,2,3.56,True,True,True,False,8.27,15415.2,,5.36,7.0,80.0,87.0,0.0,,,,,,,,70.22,34.33,70.01,67.86,87.98,Expensive,1.253
6234202f-ff97-4d9b-955f-92bccb61c317,Nagasaki,Japan,asia,"Steeped in history and surrounded by lush hills, this city offers a poignant mix of serene gardens and vibrant cultural experiences.",Mid-range,5.42,308,climate|visual|cost|wtc_ratings,4,Warm/Mediterranean,17.74,meteostat,4,2,3,2,3,4,3,3,3,3.0,True,True,False,False,17.74,9391.5,,7.78,9.0,26.0,23.0,0.0,40.4,1.0,4.0,57.454,159.82,55.896,3.913,77.03,25.86,81.31,45.4,87.11,Expensive,1.131
139d05b0-435f-42e5-850f-3aa57ac0fefb,Freiburg,Germany,europe,"Charming cobblestone streets, lush greenery, and a welcoming vibe create a perfect blend of nature and history, inviting you to explore leisurely.",Mid-range,5.42,309,climate|cost|wtc_ratings,3,Temperate,11.5,meteostat,4,3,5,1,3,3,3,3,4,3.22,True,True,False,False,11.5,11593.8,5.13,7.67,6.0,84.0,76.0,0.0,,,,,,,,65.58,27.62,52.31,60.91,103.08,Expensive,1.572
12aa2887-b59c-4f3d-bad6-7b57dac21879,Giza,Egypt,africa,The awe-inspiring sight of ancient pyramids rising from the golden desert sands creates an atmosphere of timeless wonder and historical intrigue.,Mid-range,5.42,310,climate|cost|wtc_ratings,3,Warm/Mediterranean,23.2,meteostat,5,3,3,1,2,4,2,3,2,2.78,True,True,False,False,23.2,256.5,9.76,8.97,1.0,35.0,0.0,42.0,,,,,,,,29.52,5.82,27.42,23.42,21.54,Budget,0.73
7b55c1af-cb3c-4d98-a0f4-1d25b46169f0,Santa Cruz de la Sierra,Bolivia,south_america,"A bustling city with vibrant markets, lush parks, and a warm tropical climate that invites you to explore its lively streets and local flavors.",Budget,5.42,311,climate|cost|wtc_ratings,3,Tropical/Hot,24.83,meteostat,3,3,4,1,3,3,3,3,3,2.89,True,True,True,False,24.83,20677.5,,8.38,6.0,83.0,0.0,11.0,,,,,,,,34.77,10.18,31.26,24.97,36.04,Budget,1.037
5f6b28e0-a6a1-4665-81ca-ebb074134424,Wadi Rum,Jordan,middle_east,"Expansive red sands and towering sandstone cliffs create a surreal landscape, inviting exploration and offering moments of profound tranquility under star-filled skies.",Mid-range,5.41,312,climate|cost|wtc_ratings,3,Tropical/Hot,26.3,meteostat,3,5,5,1,1,3,3,1,5,3.0,False,True,True,False,26.3,385.0,9.48,8.37,1.0,65.0,0.0,78.0,,,,,,,,49.19,9.23,40.81,41.16,31.34,Mid-range,0.637
86f34228-6edb-4171-ba62-79fffa9e06f6,Ankara,Turkey,asia,"A blend of modern and historic vibes, offering bustling markets, serene parks, and a rich tapestry of cultural experiences.",Mid-range,5.41,313,climate|cost|wtc_ratings,3,Temperate,13.4,meteostat,4,2,3,1,3,4,3,4,2,2.89,False,True,True,False,13.4,6139.5,6.13,7.96,5.0,83.0,67.0,2.0,,,,,,,,28.31,6.63,22.64,18.4,32.88,Budget,1.161
9ea78120-75de-4bce-b095-fb0811a3294f,Sarajevo,Bosnia and Herzegovina,europe,"Cobblestone streets echo with the sound of church bells and the call to prayer, creating a unique blend of cultures and histories.",Budget,5.4,314,climate|cost|wtc_ratings,3,Temperate,11.15,meteostat,4,3,3,1,3,4,3,3,3,3.0,True,True,True,False,11.15,13057.0,5.38,7.52,7.0,84.0,78.0,0.0,,,,,,,,36.12,6.82,31.14,25.34,44.1,Mid-range,1.221
4050b3a8-bc31-4a00-a0bc-74ec708a8022,Gotland,Sweden,europe,"Charming cobblestone streets, medieval ruins, and serene coastal landscapes offer a peaceful escape with a touch of historical intrigue and natural beauty.",Mid-range,5.39,315,climate|cost|wtc_ratings,3,Cool,8.13,meteostat,4,3,4,4,3,3,3,2,4,3.33,True,True,True,False,8.13,7112.1,5.95,7.08,6.0,82.0,102.0,0.0,,,,,,,,71.74,25.86,65.78,72.61,98.14,Expensive,1.368
