user_id,persona,age,gender,nationality,home_country,income_tier,trips_per_year,avg_trip_days,typical_daily_budget_usd,typical_trip_budget_usd,preferred_accommodation,preferred_companion,transport_preference,avg_booking_advance_days,climate_preference,activity_tags,pref_adventure,pref_culture,pref_beach,pref_nightlife,pref_luxury,pref_family_friendly,pref_nature,pref_food,pref_safety,pref_digital_nomad,pref_instagram_worthy,pref_value_for_money,n_countries_visited,cities_visited_count,cities_visited,wishlist_count,wishlist,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13
U02043,Adventure Seeker,33,Female,Japanese,Japan,30-70k,2,14,146.0,2044.0,Mid-range Hotel,Friends,Road trips,14,Mediterranean/Warm,cycling|hiking|historical_sites|photography|yoga_wellness,0.957,0.409,0.386,0.157,0.017,0.249,0.842,0.362,0.699,0.131,0.827,1.0,2,2,Acapulco|Leipzig,4,Iquitos|Adelaide|Amritsar|Bled,0.957,0.409,0.386,0.157,0.017,0.249,0.842,0.362,0.699,0.131,0.827,1.0,0.292,0.23333333333333334
U02044,Cultural Explorer,39,Non-binary,American,USA,70-150k,3,13,87.0,1131.0,Resort,Mixed group,Any,180,Tropical/Hot,architecture|food_tours|historical_sites|temples|volunteering,0.229,0.904,0.251,0.293,0.47,0.408,0.563,1.0,0.514,0.093,0.0,0.592,4,4,Bratislava|Sharm El Sheikh|Shanghai|Suva,10,Rome|Bristol|San Juan|Phnom Penh|Ha Long|Calgary|Puerto Vallarta|Tulum|Debrecen|Berlin,0.229,0.904,0.251,0.293,0.47,0.408,0.563,1.0,0.514,0.093,0.0,0.592,0.174,0.21666666666666667
U02045,Adventure Seeker,20,Male,Indian,India,30-70k,3,17,112.0,1904.0,Budget Hotel,Solo,Any,180,Temperate/Mild,hiking|historical_sites|local_markets|museums|skiing|water_sports|wildlife,0.992,0.34,0.512,0.396,0.344,0.388,1.0,0.453,0.367,0.298,0.486,0.542,6,6,Valdivia|Harare|Montreal|Hue|Salzburg|Chiang Mai,10,Edmonton|Cleveland|Stone Town|Raleigh|Saaremaa Island|Halifax|Tartu|Seattle|Reykjavik|Yaoundé,0.992,0.34,0.512,0.396,0.344,0.388,1.0,0.453,0.367,0.298,0.486,0.542,0.224,0.2833333333333333
U02046,Luxury Traveler,55,Male,Australian,Australia,70-150k,7,7,378.0,2646.0,Mid-range Hotel,Solo,Any,180,Tropical/Hot,historical_sites|local_markets|museums|nightlife|shopping|temples|wildlife,0.386,0.555,0.865,0.493,1.0,0.394,0.393,1.0,0.304,0.088,0.543,0.0,15,17,Hamburg|Paramaribo|Manuel Antonio National Park|Kampala|Cozumel|Córdoba|Zion National Park|Christchurch|Naples|Sofia|Kairouan|Barcelona|Munich|Hamilton|Sharm El Sheikh|Pretoria|Washington,7,Anchorage|Playa del Carmen|Bruges|Jeju Island|Galway|Puerto Vallarta|St Ives,0.386,0.555,0.865,0.493,1.0,0.394,0.393,1.0,0.304,0.088,0.543,0.0,0.756,0.11666666666666667
U02047,Budget Backpacker,27,Male,Canadian,Canada,30-70k,3,15,47.0,705.0,Mid-range Hotel,Partner,Road trips,0,Tropical/Hot,beaches|food_tours|hiking|nightlife|photography|wildlife,0.785,0.225,0.825,0.571,0.033,0.42,0.61,0.605,0.524,0.135,0.828,0.952,2,2,Barcelona|St Petersburg,3,Maastricht|Kaunas|Antwerp,0.785,0.225,0.825,0.571,0.033,0.42,0.61,0.605,0.524,0.135,0.828,0.952,0.094,0.25
U02048,Weekend Tripper,35,Female,Chinese,China,<30k,9,2,285.0,570.0,Hostel,Friends,Any,180,Any/Flexible,architecture|food_tours|live_music|museums|nightlife,0.015,0.746,0.252,0.503,0.239,0.139,0.16,0.793,0.245,0.0,0.309,0.849,3,3,Phoenix|Sofia|York,3,Samarkand|Macau|Ronda,0.015,0.746,0.252,0.503,0.239,0.139,0.16,0.793,0.245,0.0,0.309,0.849,0.57,0.03333333333333333
U02049,Family Vacationer,37,Male,German,Germany,70-150k,2,17,184.0,3128.0,Airbnb/VRBO,Friends,Flights only,30,Tropical/Hot,beaches|cycling|food_tours|hiking|historical_sites|local_markets|wildlife,0.446,0.329,0.572,0.0,0.469,1.0,0.799,0.832,0.445,0.095,0.384,0.326,4,4,Tehran|Las Vegas|Cuenca|Gdansk,10,Innsbruck|Búzios|Budapest|Lucca|Yogyakarta|Sicily|Key West|Memphis|Raleigh|Nazca,0.446,0.329,0.572,0.0,0.469,1.0,0.799,0.832,0.445,0.095,0.384,0.326,0.368,0.2833333333333333
U02050,Adventure Seeker,41,Female,French,France,<30k,4,18,152.0,2736.0,Budget Hotel,Solo,Flights only,90,Cold/Snow,beaches|hiking|nightlife|temples,1.0,0.401,0.316,0.456,0.043,0.069,0.864,0.437,0.064,0.0,0.255,0.892,22,24,Florianópolis|Cesky Krumlov|Pittsburgh|Baños|Wadi Rum|Izmir|Galway|Braga|Valparaíso|Sidi Bou Said|Singapore|Kota Kinabalu|Verona|Carcassonne|Tokyo|Cancun|Naypyidaw|Tampa|Kandy|Heidelberg|Manama|Alexandria|Rio de Janeiro|Durban,8,Uluru|Vancouver|Galle|Raja Ampat|Amman|Tallinn|Salento|Cappadocia,1.0,0.401,0.316,0.456,0.043,0.069,0.864,0.437,0.064,0.0,0.255,0.892,0.304,0.3
U02051,Adventure Seeker,24,Female,Chinese,China,30-70k,2,16,133.0,2128.0,Hostel,Solo,Trains preferred,7,Tropical/Hot,food_tours|local_markets|wildlife,1.0,0.274,0.501,0.599,0.086,0.292,1.0,0.614,0.365,0.0,0.693,0.763,2,2,Monterrey|Kolkata,5,Honolulu|Livingstone|Eindhoven|Great Barrier Reef|San Salvador,1.0,0.274,0.501,0.599,0.086,0.292,1.0,0.614,0.365,0.0,0.693,0.763,0.266,0.26666666666666666
U02052,Digital Nomad,34,Male,Australian,Australia,30-70k,11,22,86.0,1892.0,Boutique Hotel,Solo,Trains preferred,180,Mediterranean/Warm,art_galleries|local_markets|museums|photography|temples|wildlife,0.435,0.444,0.545,0.478,0.005,0.118,0.422,0.702,0.535,0.856,0.629,1.0,6,6,Cancun|San Sebastián|Podgorica|Muscat|Kangaroo Island|Durban,5,Leipzig|Port of Spain|Antalya|Accra|Kuching,0.435,0.444,0.545,0.478,0.005,0.118,0.422,0.702,0.535,0.856,0.629,1.0,0.172,0.36666666666666664
U02053,Digital Nomad,40,Male,French,France,70-150k,10,29,97.0,2813.0,Mid-range Hotel,Solo,Road trips,30,Any/Flexible,art_galleries|hiking|historical_sites|temples,0.341,0.873,0.162,0.705,0.251,0.132,0.313,0.537,0.654,0.683,0.474,0.424,11,12,Hong Kong|Bratislava|Madrid|Nelson|Izmir|Bridgetown|Belfast|Palawan|Bled|Queenstown|Ladakh|Matera,3,Puebla|Minneapolis|Sibiu,0.341,0.873,0.162,0.705,0.251,0.132,0.313,0.537,0.654,0.683,0.474,0.424,0.194,0.48333333333333334
U02054,Family Vacationer,40,Male,Singaporean,Singapore,70-150k,1,7,287.0,2009.0,Mid-range Hotel,Mixed group,Flights only,0,Tropical/Hot,beaches|food_tours|hiking|local_markets|nightlife|water_sports|wildlife,0.434,0.487,0.865,0.361,0.359,0.724,0.567,0.752,0.58,0.0,0.45,0.559,11,10,Trondheim|Granada|Perth|Chicago|Keswick|Lautoka|Caracas|Jeju Island|Havana|Halifax,8,Brisbane|Paris|Samarkand|Port Douglas|Bukhara|Johannesburg|Valencia|Algarve,0.434,0.487,0.865,0.361,0.359,0.724,0.567,0.752,0.58,0.0,0.45,0.559,0.574,0.11666666666666667
U02055,Adventure Seeker,28,Female,Spanish,Spain,70-150k,2,15,91.0,1365.0,Mid-range Hotel,Mixed group,Any,0,Any/Flexible,local_markets|photography|wildlife,0.935,0.653,0.623,0.416,0.167,0.045,1.0,0.608,0.48,0.344,0.647,0.898,5,5,Lyon|Dunedin|Ladakh|Kigali|Chiang Rai,6,Ubud|Guanajuato|Manuel Antonio National Park|Hanoi|Cologne|Budapest,0.935,0.653,0.623,0.416,0.167,0.045,1.0,0.608,0.48,0.344,0.647,0.898,0.182,0.25
U02056,Digital Nomad,29,Male,German,Germany,30-70k,4,36,101.0,3636.0,Mid-range Hotel,Friends,Flights only,0,Tropical/Hot,architecture|art_galleries|photography,0.345,1.0,0.423,0.572,0.307,0.136,0.538,0.775,0.397,0.671,0.504,0.597,1,1,Leipzig,9,Chiang Rai|Bocas del Toro|Fraser Island|Nicosia|Jaipur|Yasawa Islands|Arequipa|Koh Lanta|Colmar,0.345,1.0,0.423,0.572,0.307,0.136,0.538,0.775,0.397,0.671,0.504,0.597,0.202,0.6
U02057,Adventure Seeker,38,Non-binary,Canadian,Canada,<30k,3,18,144.0,2592.0,Budget Hotel,Family,Any,0,Mediterranean/Warm,beaches|food_tours|hiking|local_markets|museums|photography|skiing,1.0,0.305,0.628,0.269,0.347,0.388,0.889,0.485,0.189,0.0,0.287,0.647,3,3,Edinburgh|Biarritz|Phoenix,10,Koh Lanta|Melbourne|Lille|Taupo|Ankara|Zion National Park|Wellington|Harbin|Marseille|Brisbane,1.0,0.305,0.628,0.269,0.347,0.388,0.889,0.485,0.189,0.0,0.287,0.647,0.288,0.3
U02058,Family Vacationer,37,Male,Italian,Italy,70-150k,1,11,211.0,2321.0,Boutique Hotel,Friends,Flights only,14,Mediterranean/Warm,architecture|beaches|historical_sites,0.584,0.53,0.774,0.146,0.148,0.653,0.729,0.34,0.771,0.0,0.552,0.824,4,4,Thessaloniki|Alexandria|Chiang Mai|Fraser Island,4,Singapore|Yellowstone National Park|Vladivostok|Manama,0.584,0.53,0.774,0.146,0.148,0.653,0.729,0.34,0.771,0.0,0.552,0.824,0.422,0.18333333333333332
U02059,Budget Backpacker,20,Female,German,Germany,<30k,1,19,27.0,513.0,Budget Hotel,Solo,Flights only,14,Mediterranean/Warm,architecture|hiking|museums|nightlife|photography|water_sports|wildlife,0.766,0.551,0.71,0.411,0.0,0.0,0.793,0.236,0.399,0.0,0.398,1.0,3,3,Cali|Maastricht|Zanzibar Town,3,Aswan|Quebec City|Florence,0.766,0.551,0.71,0.411,0.0,0.0,0.793,0.236,0.399,0.0,0.398,1.0,0.054,0.31666666666666665
U02060,Budget Backpacker,20,Male,British,UK,<30k,3,28,27.0,756.0,Budget Hotel,Solo,Flights only,30,Any/Flexible,art_galleries|museums|nightlife|wildlife,0.915,0.683,0.211,0.359,0.0,0.143,0.508,0.761,0.185,0.23,0.499,1.0,11,13,Sidi Bou Said|Antwerp|Malmö|Vancouver|Anchorage|Kaunas|Linz|Valencia|Chisinau|Milan|San Diego|Quebec City|Dubrovnik,8,Vilnius|Cape Town|Oaxaca City|Phoenix|Nuremberg|Lusaka|Charleston|Cleveland,0.915,0.683,0.211,0.359,0.0,0.143,0.508,0.761,0.185,0.23,0.499,1.0,0.054,0.4666666666666667
U02061,Cultural Explorer,52,Female,American,USA,30-70k,3,9,95.0,855.0,Hostel,Family,Flights only,7,Tropical/Hot,food_tours|local_markets|shopping|temples|volunteering|wine_tasting,0.381,1.0,0.242,0.085,0.424,0.181,0.466,0.733,0.408,0.088,0.1,0.312,12,12,Fraser Island|San Diego|Nicosia|Algarve|Montego Bay|Puerto Vallarta|Tokyo|Chiang Rai|Santa Cruz de la Sierra|Macau|Zermatt|Cologne,9,Honolulu|Shanghai|Moscow|Lausanne|Constanta|Bukhara|Cebu|Chiang Mai|Lautoka,0.381,1.0,0.242,0.085,0.424,0.181,0.466,0.733,0.408,0.088,0.1,0.312,0.19,0.15
U02062,Cultural Explorer,32,Female,German,Germany,<30k,3,8,167.0,1336.0,Mid-range Hotel,Family,Trains preferred,90,Tropical/Hot,architecture|food_tours|wildlife,0.09,0.995,0.502,0.342,0.143,0.076,0.526,0.854,0.583,0.232,0.613,0.87,11,12,Frankfurt|Taipei|Lhasa|Nara|Halifax|Toronto|New Orleans|San Pedro de Atacama|Jodhpur|Malmö|Guadalajara|Tehran,7,Yamoussoukro|York|Brisbane|Austin|Odessa|Siem Reap|Cuenca,0.09,0.995,0.502,0.342,0.143,0.076,0.526,0.854,0.583,0.232,0.613,0.87,0.334,0.13333333333333333
U02063,Digital Nomad,33,Male,Canadian,Canada,<30k,4,40,54.0,2160.0,Mid-range Hotel,Mixed group,Flights only,60,Mediterranean/Warm,food_tours|historical_sites|photography,0.455,0.628,0.055,0.212,0.137,0.0,0.389,0.657,0.188,0.58,0.647,1.0,2,2,Sedona|Cancun,4,Debrecen|Sintra|Lucca|New York City,0.455,0.628,0.055,0.212,0.137,0.0,0.389,0.657,0.188,0.58,0.647,1.0,0.108,0.6666666666666666
U02064,Cultural Explorer,42,Female,Chinese,China,70-150k,4,12,130.0,1560.0,Boutique Hotel,Mixed group,Trains preferred,90,Tropical/Hot,architecture|food_tours|local_markets|museums|wildlife,0.227,1.0,0.285,0.456,0.09,0.197,0.265,0.963,0.528,0.304,0.37,0.831,1,1,Tucson,4,Lhasa|Gotland|Buenos Aires|St Ives,0.227,1.0,0.285,0.456,0.09,0.197,0.265,0.963,0.528,0.304,0.37,0.831,0.26,0.2
U02065,Family Vacationer,40,Male,British,UK,70-150k,1,11,163.0,1793.0,Mid-range Hotel,Friends,Any,90,Mediterranean/Warm,art_galleries|food_tours|hiking|photography|wildlife|wine_tasting|yoga_wellness,0.28,0.381,0.645,0.125,0.413,0.883,0.515,0.774,0.809,0.24,0.325,0.675,18,21,Akureyri|Lübeck|Porto|Manila|Chisinau|Frankfurt|Hamilton|San Cristobal|Maun|Pretoria|Krabi|Manama|Astana|Guimarães|Durban|Paramaribo|Sibiu|Surabaya|Búzios|Fort Lauderdale|Sapa,6,Gjirokastër|Arequipa|Nuwara Eliya|Palawan|Turin|Nadi,0.28,0.381,0.645,0.125,0.413,0.883,0.515,0.774,0.809,0.24,0.325,0.675,0.326,0.18333333333333332
U02066,Luxury Traveler,48,Male,French,France,150k+,3,8,593.0,4744.0,Boutique Hotel,Family,Any,30,Mediterranean/Warm,beaches|food_tours|local_markets|shopping|wine_tasting,0.092,0.386,0.712,0.362,1.0,0.218,0.546,1.0,0.58,0.106,0.0,0.065,4,4,Cologne|Guanajuato|Kyoto|Auckland,8,Linz|Mostar|Nadi|Granada|Tirana|Bocas del Toro|Manuel Antonio National Park|Reykjavik,0.092,0.386,0.712,0.362,1.0,0.218,0.546,1.0,0.58,0.106,0.0,0.065,1.186,0.13333333333333333
U02067,Cultural Explorer,42,Male,Japanese,Japan,30-70k,2,10,87.0,870.0,Boutique Hotel,Friends,Flights only,0,Tropical/Hot,architecture|cycling|food_tours|museums|wildlife,0.276,0.878,0.432,0.256,0.319,0.476,0.696,0.968,0.184,0.205,0.378,0.957,20,22,Oaxaca City|Amritsar|Los Cabos|Lugano|Algarve|Cuenca|Zakynthos|Warsaw|Kandy|Buenos Aires|Mendoza|Siem Reap|Fraser Island|Antigua|New Orleans|Glasgow|Ajaccio|Salzburg|Lusaka|Montreal|Islamabad|Tuscany,6,Durban|Alexandria|Monteverde|Halifax|Lake Tahoe|Rotorua,0.276,0.878,0.432,0.256,0.319,0.476,0.696,0.968,0.184,0.205,0.378,0.957,0.174,0.16666666666666666
U02068,Digital Nomad,30,Male,Japanese,Japan,30-70k,8,22,95.0,2090.0,Budget Hotel,Solo,Road trips,30,Tropical/Hot,art_galleries|hiking|historical_sites|museums|photography,0.355,0.814,0.212,0.435,0.06,0.142,0.558,0.826,0.515,0.768,0.581,0.859,7,8,Bocas del Toro|Kingston|Caracas|Seattle|Utrecht|Minneapolis|Zakynthos|Essaouira,3,Giza|Bratislava|San Carlos de Bariloche,0.355,0.814,0.212,0.435,0.06,0.142,0.558,0.826,0.515,0.768,0.581,0.859,0.19,0.36666666666666664
U02069,Weekend Tripper,39,Male,British,UK,150k+,5,2,126.0,252.0,Luxury Hotel,Mixed group,Road trips,7,Any/Flexible,food_tours|live_music|local_markets|volunteering|wildlife|wine_tasting,0.242,0.275,0.312,0.428,0.39,0.386,0.48,0.709,0.531,0.327,0.362,0.535,4,4,Ottawa|Montego Bay|Chicago|Eindhoven,10,Tuscany|Aswan|Braga|Munich|Pittsburgh|Curitiba|Austin|Whistler|Punta del Este|Queenstown,0.242,0.275,0.312,0.428,0.39,0.386,0.48,0.709,0.531,0.327,0.362,0.535,0.252,0.03333333333333333
U02070,Weekend Tripper,43,Male,American,USA,150k+,4,4,108.0,432.0,Luxury Hotel,Solo,Trains preferred,14,Temperate/Mild,art_galleries|food_tours|live_music|local_markets|museums|nightlife|photography,0.39,0.735,0.284,0.618,0.312,0.402,0.164,0.867,0.787,0.0,0.506,0.801,0,0,,5,Venice|San Diego|Kuala Lumpur|Munich|Berlin,0.39,0.735,0.284,0.618,0.312,0.402,0.164,0.867,0.787,0.0,0.506,0.801,0.216,0.06666666666666667
U02071,Cultural Explorer,37,Non-binary,Australian,Australia,<30k,2,9,145.0,1305.0,Mid-range Hotel,Friends,Road trips,180,Any/Flexible,art_galleries|historical_sites|local_markets|temples|wildlife,0.339,0.721,0.445,0.634,0.197,0.451,0.318,0.765,0.328,0.038,0.074,0.707,5,6,Panama City|Delhi|Bordeaux|Ajaccio|Da Lat|Sidi Bou Said,3,Meknes|Khiva|Ladakh,0.339,0.721,0.445,0.634,0.197,0.451,0.318,0.765,0.328,0.038,0.074,0.707,0.29,0.15
U02072,Weekend Tripper,45,Female,American,USA,70-150k,10,4,147.0,588.0,Boutique Hotel,Family,Trains preferred,180,Temperate/Mild,historical_sites|live_music|wildlife|wine_tasting,0.152,0.475,0.47,0.661,0.401,0.356,0.44,0.846,0.816,0.0,0.0,0.552,6,6,Zanzibar Town|Krakow|Prague|Santa Cruz|Edmonton|Belgrade,4,Lucca|Los Angeles|Nicosia|Jaipur,0.152,0.475,0.47,0.661,0.401,0.356,0.44,0.846,0.816,0.0,0.0,0.552,0.294,0.06666666666666667
U02073,Digital Nomad,31,Non-binary,American,USA,<30k,8,59,44.0,2596.0,Hostel,Friends,Any,30,Any/Flexible,architecture|hiking|nightlife|temples,0.547,0.756,0.268,0.562,0.043,0.0,0.281,0.729,0.28,0.627,0.775,0.66,3,3,Hallstatt|Guadalajara|Lausanne,7,Nagasaki|Hoi An|St Petersburg|Dakar|Jodhpur|Valdivia|Malmö,0.547,0.756,0.268,0.562,0.043,0.0,0.281,0.729,0.28,0.627,0.775,0.66,0.088,0.9833333333333333
U02074,Family Vacationer,35,Male,American,USA,30-70k,1,10,148.0,1480.0,Hostel,Mixed group,Any,14,Tropical/Hot,beaches|hiking|local_markets|museums|photography|wildlife,0.471,0.456,0.611,0.139,0.182,1.0,0.345,0.843,0.513,0.024,0.399,0.89,2,2,Belgrade|Dakar,8,London|Nairobi|Keswick|Byron Bay|Baños|Lugano|Rijeka|Cappadocia,0.471,0.456,0.611,0.139,0.182,1.0,0.345,0.843,0.513,0.024,0.399,0.89,0.296,0.16666666666666666
U02075,Weekend Tripper,41,Male,Japanese,Japan,<30k,7,2,310.0,620.0,Airbnb/VRBO,Friends,Road trips,180,Temperate/Mild,architecture|historical_sites|live_music|museums|nightlife,0.281,0.818,0.381,0.685,0.271,0.484,0.11,0.76,0.506,0.0,0.211,0.536,5,5,San Andrés|Isle of Skye|Bagan|Aarhus|St Petersburg,3,Utrecht|Heidelberg|Sao Paulo,0.281,0.818,0.381,0.685,0.271,0.484,0.11,0.76,0.506,0.0,0.211,0.536,0.62,0.03333333333333333
U02076,Digital Nomad,41,Female,American,USA,30-70k,10,21,62.0,1302.0,Airbnb/VRBO,Mixed group,Road trips,14,Mediterranean/Warm,food_tours|hiking|live_music|local_markets,0.552,0.695,0.315,0.668,0.236,0.0,0.36,0.832,0.727,0.69,0.39,0.833,3,3,Bangkok|Tirana|Ankara,9,Kairouan|Charlottetown|Durban|Montreal|Sucre|Salvador da Bahia|Delhi|Petra|Skopje,0.552,0.695,0.315,0.668,0.236,0.0,0.36,0.832,0.727,0.69,0.39,0.833,0.124,0.35
U02077,Cultural Explorer,45,Male,German,Germany,30-70k,3,8,137.0,1096.0,Budget Hotel,Solo,Flights only,30,Any/Flexible,architecture|food_tours|hiking|local_markets|museums,0.326,0.934,0.243,0.148,0.289,0.638,0.36,1.0,0.515,0.0,0.218,0.729,6,8,Marseille|Adelaide|Dunedin|Port Louis|Kyiv|Nantes|Tirana|Brisbane,7,Colmar|Lille|Lyon|Charlotte|Melbourne|Osaka|Uluru,0.326,0.934,0.243,0.148,0.289,0.638,0.36,1.0,0.515,0.0,0.218,0.729,0.274,0.13333333333333333
U02078,Digital Nomad,41,Female,Italian,Italy,70-150k,9,47,115.0,5405.0,Camping/Glamping,Friends,Flights only,14,Mediterranean/Warm,food_tours|temples|wildlife,0.478,0.443,0.428,0.652,0.139,0.001,0.411,0.71,0.609,0.54,0.459,1.0,1,1,Crete,6,Birmingham|Berlin|Dakar|Kuala Lumpur|Cuzco|San Carlos de Bariloche,0.478,0.443,0.428,0.652,0.139,0.001,0.411,0.71,0.609,0.54,0.459,1.0,0.23,0.7833333333333333
U02079,Budget Backpacker,23,Prefer not to say,British,UK,70-150k,3,29,47.0,1363.0,Airbnb/VRBO,Friends,Trains preferred,180,Mediterranean/Warm,art_galleries|food_tours|hiking,0.888,0.625,0.448,0.269,0.172,0.158,0.638,0.656,0.588,0.181,0.339,0.984,5,4,Granada|Chicago|Cozumel|Manuel Antonio National Park,6,San José|Maastricht|Debrecen|Belgrade|Rijeka|Bay of Islands,0.888,0.625,0.448,0.269,0.172,0.158,0.638,0.656,0.588,0.181,0.339,0.984,0.094,0.48333333333333334
U02080,Digital Nomad,24,Female,American,USA,30-70k,4,45,88.0,3960.0,Airbnb/VRBO,Friends,Flights only,60,Mediterranean/Warm,art_galleries|museums|temples|volunteering,0.583,0.88,0.411,0.182,0.072,0.0,0.447,0.789,0.143,0.917,0.509,1.0,6,6,Kangaroo Island|Bratislava|Kairouan|Santiago de Chile|Freiburg|Siena,4,Lhasa|Palawan|Busan|New York,0.583,0.88,0.411,0.182,0.072,0.0,0.447,0.789,0.143,0.917,0.509,1.0,0.176,0.75
U02081,Budget Backpacker,28,Male,Chinese,China,30-70k,3,29,48.0,1392.0,Budget Hotel,Solo,Trains preferred,0,Tropical/Hot,architecture|museums|nightlife|wildlife,0.599,0.865,0.246,0.73,0.044,0.193,0.7,0.558,0.271,0.067,0.562,0.744,4,5,Puglia|Hoi An|Memphis|Sardinia|Charlottetown,4,Mexico City|San Sebastián|Dakar|Dublin,0.599,0.865,0.246,0.73,0.044,0.193,0.7,0.558,0.271,0.067,0.562,0.744,0.096,0.48333333333333334
U02082,Adventure Seeker,29,Female,American,USA,70-150k,2,16,72.0,1152.0,Mid-range Hotel,Mixed group,Trains preferred,30,Mediterranean/Warm,food_tours|hiking|local_markets|photography|water_sports|wildlife,1.0,0.391,0.43,0.256,0.0,0.111,0.805,0.711,0.443,0.0,0.335,0.835,6,6,Helsinki|Cuzco|Nairobi|Key West|Linz|Jodhpur,6,Kandy|Sighisoara|Essaouira|Dunedin|Launceston|Banff,1.0,0.391,0.43,0.256,0.0,0.111,0.805,0.711,0.443,0.0,0.335,0.835,0.144,0.26666666666666666
U02083,Budget Backpacker,20,Female,British,UK,30-70k,1,25,28.0,700.0,Mid-range Hotel,Mixed group,Trains preferred,7,Mediterranean/Warm,art_galleries|hiking|historical_sites|nightlife|photography,0.882,0.52,0.398,0.504,0.359,0.0,1.0,0.424,0.247,0.0,0.459,0.704,11,13,Yasawa Islands|Yangshuo|Strasbourg|Viña del Mar|Turin|Bucharest|Nadi|Glasgow|London|Miami|Punta del Este|Accra|Giza,5,Mexico City|San Francisco|Malaga|Thessaloniki|Key West,0.882,0.52,0.398,0.504,0.359,0.0,1.0,0.424,0.247,0.0,0.459,0.704,0.056,0.4166666666666667
U02084,Cultural Explorer,51,Male,Other,Other,70-150k,2,7,145.0,1015.0,Mid-range Hotel,Mixed group,Flights only,7,Mediterranean/Warm,architecture|food_tours|historical_sites|photography,0.302,1.0,0.387,0.357,0.185,0.578,0.45,1.0,0.654,0.026,0.391,0.989,3,3,Malaga|Nuwara Eliya|Philadelphia,8,Venice|Sidi Bou Said|Kampala|Kota Kinabalu|Hue|Kuala Lumpur|Jaipur|Zakynthos,0.302,1.0,0.387,0.357,0.185,0.578,0.45,1.0,0.654,0.026,0.391,0.989,0.29,0.11666666666666667
U02085,Digital Nomad,37,Female,American,USA,30-70k,6,23,41.0,943.0,Budget Hotel,Solo,Trains preferred,60,Tropical/Hot,art_galleries|food_tours|local_markets|wine_tasting,0.577,0.685,0.278,0.379,0.471,0.023,0.211,0.756,0.608,0.662,0.059,0.704,22,26,Hamilton|Wellington|Tirana|Bagan|Suva|Panama City|Lausanne|Québec City|San Francisco|Bristol|Salento|Victoria|Amman|Koh Lanta|Amritsar|Ulaanbaatar|Carcassone|Sintra|Dunedin|Banff|Mombasa|Seattle|Salzburg|Tromsø|Kuala Lumpur|Tampa,7,Stockholm|Yaoundé|Hanoi|New York|Cancun|Harbin|Astana,0.577,0.685,0.278,0.379,0.471,0.023,0.211,0.756,0.608,0.662,0.059,0.704,0.082,0.38333333333333336
U02086,Digital Nomad,32,Female,Singaporean,Singapore,30-70k,4,42,51.0,2142.0,Airbnb/VRBO,Solo,Flights only,30,Tropical/Hot,architecture|art_galleries|photography|temples,0.3,0.451,0.356,0.398,0.327,0.0,0.472,0.643,0.456,0.87,0.529,0.769,12,12,Tampa|Doha|Cologne|Takayama|Cartagena|Accra|Phoenix|Tunis|La Paz|Charlottetown|Fortaleza|Granada,5,Portland|Trinidad|Gjirokastër|Ayers Rock|Manama,0.3,0.451,0.356,0.398,0.327,0.0,0.472,0.643,0.456,0.87,0.529,0.769,0.102,0.7
U02087,Cultural Explorer,34,Male,German,Germany,30-70k,2,9,85.0,765.0,Hostel,Mixed group,Flights only,0,Cold/Snow,architecture|museums|nightlife|temples|wildlife,0.238,1.0,0.159,0.322,0.36,0.053,0.488,0.775,0.559,0.12,0.649,0.299,1,1,Bangkok,7,Havana|Asunción|Essaouira|Savusavu|Gjirokastër|Kathmandu|Taipei,0.238,1.0,0.159,0.322,0.36,0.053,0.488,0.775,0.559,0.12,0.649,0.299,0.17,0.15
U02088,Family Vacationer,32,Male,American,USA,70-150k,2,18,336.0,6048.0,Resort,Mixed group,Trains preferred,14,Any/Flexible,food_tours|local_markets|museums|photography|temples,0.262,0.887,0.704,0.05,0.487,0.884,0.37,0.655,0.669,0.0,0.49,0.399,2,2,Vancouver|Tulum,5,Gold Coast|Belgrade|St. Louis|Sibiu|Zion National Park,0.262,0.887,0.704,0.05,0.487,0.884,0.37,0.655,0.669,0.0,0.49,0.399,0.672,0.3
U02089,Adventure Seeker,27,Male,Spanish,Spain,30-70k,5,10,163.0,1630.0,Budget Hotel,Family,Road trips,60,Any/Flexible,museums|skiing|wildlife,1.0,0.484,0.333,0.084,0.257,0.281,0.572,0.635,0.366,0.312,0.579,0.578,8,8,Stone Town|Rio de Janeiro|Naypyidaw|Livingstone|Niagara Falls|Boston|Asturias|Auckland,8,Odessa|Galápagos Islands|Baños|Kuala Lumpur|Seattle|Braga|Delhi|Fukuoka,1.0,0.484,0.333,0.084,0.257,0.281,0.572,0.635,0.366,0.312,0.579,0.578,0.326,0.16666666666666666
